card_id,card_id_aa,name_eng,name_jap,AA,rarity,level,shop,p_20201219,p_20201226,p_20210104,p_20210109,p_20210116,p_20210124,p_20210130,p_20210206,p_20210214,p_20210221,p_20210225,p_20210227,p_20210307
BT3-102,BT3-102,Code Cracking,クラッカー！！,False,U,0,bigweb,30.0,30.0,30.0,0.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30
BT3-102,BT3-102,Code Cracking,クラッカー！！,False,U,0,yuyutei,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50,50
BT3-103,BT3-103,Hidden Potential Discovered!,秘めたる力の発現！！,False,U,0,bigweb,200.0,200.0,200.0,0.0,0.0,250.0,250.0,280.0,300.0,180.0,120.0,100,100
BT3-103,BT3-103,Hidden Potential Discovered!,秘めたる力の発現！！,False,U,0,yuyutei,0.0,0.0,0.0,300.0,300.0,300.0,300.0,300.0,200.0,200.0,0.0,200,200
BT3-104,BT3-104,Positron Laser,ポジトロンレーザー,False,C,0,bigweb,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20,20
BT3-104,BT3-104,Positron Laser,ポジトロンレーザー,False,C,0,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT3-105,BT3-105,Breath of the Gods,ゴッドブレス,False,R,0,bigweb,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50,50
BT3-105,BT3-105,Breath of the Gods,ゴッドブレス,False,R,0,yuyutei,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100,100
BT3-106,BT3-106,Beast Cyclone,獣狼大回転,False,C,0,bigweb,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20,20
BT3-106,BT3-106,Beast Cyclone,獣狼大回転,False,C,0,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT3-107,BT3-107,Looking Back on the Good Times,あの頃はよかった,False,U,0,bigweb,80.0,80.0,80.0,0.0,0.0,80.0,80.0,80.0,80.0,80.0,80.0,80,80
BT3-107,BT3-107,Looking Back on the Good Times,あの頃はよかった,False,U,0,yuyutei,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50,50
BT3-108,BT3-108,Dark Despair,ダークディスパイア,False,R,0,bigweb,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50,50
BT3-108,BT3-108,Dark Despair,ダークディスパイア,False,R,0,yuyutei,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100,100
BT3-109,BT3-109,Back for Revenge!,リターンマッチだ！,False,U,0,bigweb,80.0,80.0,80.0,0.0,0.0,80.0,80.0,80.0,80.0,80.0,80.0,80,80
BT3-109,BT3-109,Back for Revenge!,リターンマッチだ！,False,U,0,yuyutei,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50,50
BT3-110,BT3-110,Necrophobia,ネクロフォビア,False,C,0,bigweb,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20,20
BT3-110,BT3-110,Necrophobia,ネクロフォビア,False,C,0,bigweb,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20,20
BT3-110,BT3-110,Necrophobia,ネクロフォビア,False,C,0,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT3-111,BT3-111,Imperialdramon Dragon Mode,インペリアルドラモン：ドラゴンモード,False,SEC,6,bigweb,1780.0,1780.0,1800.0,0.0,0.0,1500.0,1500.0,1600.0,1600.0,1500.0,1500.0,1200,1000
BT3-111,BT3-111B,Imperialdramon Dragon Mode,インペリアルドラモン：ドラゴンモード,True,SEC,6,bigweb,2580.0,2500.0,2500.0,0.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,2200.0,2000,1800
BT3-111,BT3-111,Imperialdramon Dragon Mode,インペリアルドラモン：ドラゴンモード,False,SEC,6,yuyutei,0.0,0.0,0.0,1780.0,1780.0,1780.0,1780.0,1780.0,1780.0,1780.0,0.0,1780,1480
BT3-112,BT3-112,Omnimon Alter-S,オメガモン　Alter-S,False,SEC,7,bigweb,5980.0,6000.0,6000.0,0.0,0.0,5500.0,5500.0,5000.0,4500.0,4500.0,4500.0,4000,4000
BT3-112,BT3-112B,Omnimon Alter-S,オメガモン　Alter-S,True,SEC,7,bigweb,7500.0,6980.0,7800.0,0.0,0.0,7800.0,7800.0,7800.0,7980.0,7980.0,7980.0,7500,6800
BT3-112,BT3-112,Omnimon Alter-S,オメガモン　Alter-S,False,SEC,7,yuyutei,0.0,0.0,0.0,5980.0,5980.0,5980.0,5980.0,5980.0,5980.0,5980.0,0.0,5980,5980
BT3-112,BT3-112B,Omnimon Alter-S,オメガモン　Alter-S,True,SEC,7,yuyutei,0.0,0.0,0.0,9980.0,9980.0,9980.0,7980.0,7980.0,7980.0,7980.0,0.0,7980,7980
BT4-001,BT4-001,Sakuttomon,サクットモン,False,U,2,bigweb,30.0,30.0,30.0,0.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30
BT4-001,BT4-001,Sakuttomon,サクットモン,False,U,2,yuyutei,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50,50
BT4-002,BT4-002,Bukamon,プカモン,False,U,2,bigweb,30.0,30.0,30.0,0.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30
BT4-002,BT4-002,Bukamon,プカモン,False,U,2,yuyutei,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50,50
BT4-003,BT4-003,Koromon,コロモン,False,U,2,bigweb,30.0,30.0,30.0,0.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30
BT4-003,BT4-003,Koromon,コロモン,False,U,2,yuyutei,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50,50
BT4-004,BT4-004,Budmon,バドモン,False,U,2,bigweb,30.0,30.0,30.0,0.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30
BT4-004,BT4-004,Budmon,バドモン,False,U,2,yuyutei,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50,50
BT4-005,BT4-005,Missimon,ミサイモン,False,U,2,bigweb,30.0,30.0,30.0,0.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30
BT4-005,BT4-005,Missimon,ミサイモン,False,U,2,yuyutei,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50,50
BT4-006,BT4-006,Xiaomon,シャオモン,False,U,2,bigweb,80.0,80.0,80.0,0.0,0.0,80.0,80.0,80.0,80.0,80.0,80.0,80,80
BT4-006,BT4-006,Xiaomon,シャオモン,False,U,2,yuyutei,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50,50
BT4-007,BT4-007,Otamamon,オタマモン,False,C,3,bigweb,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20,20
BT4-007,BT4-007,Otamamon,オタマモン,False,C,3,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT4-008,BT4-008,Agumon,アグモン,False,C,3,bigweb,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,50,50
BT4-008,BT4-008,Agumon,アグモン,False,C,3,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT4-009,BT4-009,Flamemon,フレイモン,False,C,3,bigweb,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20,20
BT4-009,BT4-009,Flamemon,フレイモン,False,C,3,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT4-010,BT4-010,Fugamon,フーガモン,False,C,4,bigweb,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20,20
BT4-010,BT4-010,Fugamon,フーガモン,False,C,4,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT4-011,BT4-011,Agunimon,アグニモン,False,U,4,bigweb,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50,50
BT4-011,BT4-011B,Agunimon,アグニモン,True,U,4,bigweb,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1980.0,1980.0,1980,1980
BT4-011,BT4-011,Agunimon,アグニモン,False,U,4,yuyutei,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50,50
BT4-011,BT4-011B,Agunimon,アグニモン,True,U,4,yuyutei,0.0,0.0,0.0,1280.0,1280.0,1280.0,1780.0,1780.0,1780.0,1980.0,0.0,1980,1980
BT4-012,BT4-012,GeoGreymon,ジオグレイモン,False,C,4,bigweb,50.0,50.0,50.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20,20
BT4-012,BT4-012,GeoGreymon,ジオグレイモン,False,C,4,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT4-013,BT4-013,BurningGreymon,ヴリトラモン,False,U,4,bigweb,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50,50
BT4-013,BT4-013,BurningGreymon,ヴリトラモン,False,U,4,yuyutei,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50,50
BT4-014,BT4-014,Vermilimon,ヴァーミリモン,False,C,5,bigweb,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20,20
BT4-014,BT4-014,Vermilimon,ヴァーミリモン,False,C,5,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT4-015,BT4-015,Volcdramon,ヴォルクドラモン,False,C,5,bigweb,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20,20
BT4-015,BT4-015,Volcdramon,ヴォルクドラモン,False,C,5,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT4-016,BT4-016,Aldamon,アルダモン,False,SR,5,bigweb,250.0,250.0,250.0,0.0,0.0,180.0,180.0,0.0,0.0,280.0,250.0,200,180
BT4-016,BT4-016,Aldamon,アルダモン,False,SR,5,yuyutei,0.0,0.0,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,0.0,300,300
BT4-017,BT4-017,RizeGreymon,ライズグレイモン,False,SR,5,bigweb,350.0,0.0,350.0,0.0,0.0,450.0,450.0,0.0,550.0,600.0,550.0,550,700
BT4-017,BT4-017B,RizeGreymon,ライズグレイモン,True,SR,5,bigweb,1500.0,0.0,0.0,0.0,0.0,1980.0,0.0,0.0,0.0,0.0,0.0,0,0
BT4-017,BT4-017,RizeGreymon,ライズグレイモン,False,SR,5,yuyutei,0.0,0.0,0.0,500.0,500.0,500.0,680.0,680.0,680.0,680.0,0.0,680,680
BT4-017,BT4-017B,RizeGreymon,ライズグレイモン,True,SR,5,yuyutei,0.0,0.0,0.0,1980.0,1980.0,2480.0,2980.0,2980.0,2980.0,2980.0,0.0,2980,2980
BT4-018,BT4-018,Spinomon,スピノモン,False,U,6,bigweb,30.0,30.0,30.0,0.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30
BT4-018,BT4-018,Spinomon,スピノモン,False,U,6,yuyutei,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50,50
BT4-019,BT4-019,VictoryGreymon,ビクトリーグレイモン,False,R,6,bigweb,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50,50
BT4-019,BT4-019B,VictoryGreymon,ビクトリーグレイモン,True,R,6,bigweb,980.0,0.0,1200.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0,2100
BT4-019,BT4-019,VictoryGreymon,ビクトリーグレイモン,False,R,6,yuyutei,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100,100
BT4-019,BT4-019B,VictoryGreymon,ビクトリーグレイモン,True,R,6,yuyutei,0.0,0.0,0.0,1280.0,1280.0,1280.0,1780.0,1780.0,1780.0,1980.0,0.0,1980,1980
BT4-020,BT4-020,ShineGreymon,シャイングレイモン,False,R,6,bigweb,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50,50
BT4-020,BT4-020,ShineGreymon,シャイングレイモン,False,R,6,yuyutei,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100,100
BT4-021,BT4-021,Gaomon,ガオモン,False,C,3,bigweb,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20,20
BT4-021,BT4-021,Gaomon,ガオモン,False,C,3,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT4-022,BT4-022,Sangomon,サンゴモン,False,C,3,bigweb,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20,20
BT4-022,BT4-022,Sangomon,サンゴモン,False,C,3,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT4-023,BT4-023,Strabimon,ストラビモン,False,C,3,bigweb,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20,20
BT4-023,BT4-023,Strabimon,ストラビモン,False,C,3,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT4-024,BT4-024,Tobiumon,トビウモン,False,C,4,bigweb,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20,20
BT4-024,BT4-024,Tobiumon,トビウモン,False,C,4,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT4-025,BT4-025,Lobomon,ヴォルフモン,False,U,4,bigweb,30.0,50.0,50.0,0.0,0.0,50.0,0.0,0.0,100.0,100.0,100.0,100,100
BT4-025,BT4-025B,Lobomon,ヴォルフモン,True,U,4,bigweb,1800.0,1800.0,1680.0,0.0,0.0,1800.0,1800.0,1800.0,0.0,1600.0,1600.0,1600,1500
BT4-025,BT4-025,Lobomon,ヴォルフモン,False,U,4,yuyutei,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50,50
BT4-025,BT4-025B,Lobomon,ヴォルフモン,True,U,4,yuyutei,0.0,0.0,0.0,1280.0,1280.0,1280.0,1480.0,1480.0,1480.0,1780.0,0.0,1780,1780
BT4-026,BT4-026,GaoGamon,ガオガモン,False,C,4,bigweb,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20,20
BT4-026,BT4-026,GaoGamon,ガオガモン,False,C,4,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT4-027,BT4-027,KendoGarurumon,ガルムモン,False,U,4,bigweb,30.0,30.0,30.0,0.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30
BT4-027,BT4-027,KendoGarurumon,ガルムモン,False,U,4,yuyutei,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50,50
BT4-028,BT4-028,Piranimon,ピラニモン,False,U,5,bigweb,30.0,30.0,30.0,0.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30
BT4-028,BT4-028,Piranimon,ピラニモン,False,U,5,yuyutei,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50,50
BT4-029,BT4-029,Gusokumon,グソクモン,False,C,5,bigweb,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20,20
BT4-029,BT4-029,Gusokumon,グソクモン,False,C,5,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT4-030,BT4-030,Beowolfmon,ベオウルフモン,False,SR,5,bigweb,180.0,180.0,180.0,0.0,0.0,100.0,100.0,0.0,0.0,280.0,280.0,250,250
BT4-030,BT4-030,Beowolfmon,ベオウルフモン,False,SR,5,yuyutei,0.0,0.0,0.0,200.0,200.0,200.0,200.0,200.0,300.0,300.0,0.0,300,300
BT4-031,BT4-031,MarinChimairamon,マリンキメラモン,False,R,5,bigweb,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50,50
BT4-031,BT4-031,MarinChimairamon,マリンキメラモン,False,R,5,yuyutei,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100,100
BT4-032,BT4-032,MachGaogamon,マッハガオガモン,False,R,5,bigweb,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,80.0,80.0,80.0,80,80
BT4-032,BT4-032,MachGaogamon,マッハガオガモン,False,R,5,yuyutei,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100,100
BT4-033,BT4-033,ZeedGarurumon,ズィードガルルモン,False,R,6,bigweb,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50,50
BT4-033,BT4-033B,ZeedGarurumon,ズィードガルルモン,True,R,6,bigweb,980.0,980.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,1000.0,0,1000
BT4-033,BT4-033,ZeedGarurumon,ズィードガルルモン,False,R,6,yuyutei,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100,100
BT4-033,BT4-033B,ZeedGarurumon,ズィードガルルモン,True,R,6,yuyutei,0.0,0.0,0.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,0.0,980,980
BT4-034,BT4-034,Regalecusmon,レガレクスモン,False,C,6,bigweb,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20,20
BT4-034,BT4-034,Regalecusmon,レガレクスモン,False,C,6,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT4-035,BT4-035,MirageGaogamon,ミラージュガオガモン,False,SR,6,bigweb,100.0,80.0,80.0,0.0,0.0,80.0,80.0,0.0,0.0,100.0,100.0,100,80
BT4-035,BT4-035B,MirageGaogamon,ミラージュガオガモン,True,SR,6,bigweb,800.0,0.0,800.0,0.0,0.0,780.0,0.0,0.0,0.0,880.0,780.0,680,550
BT4-035,BT4-035,MirageGaogamon,ミラージュガオガモン,False,SR,6,yuyutei,0.0,0.0,0.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,0.0,200,200
BT4-035,BT4-035B,MirageGaogamon,ミラージュガオガモン,True,SR,6,yuyutei,0.0,0.0,0.0,780.0,780.0,780.0,780.0,780.0,780.0,780.0,0.0,780,780
BT4-036,BT4-036,Falcomon,ファルコモン,False,C,3,bigweb,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20,20
BT4-036,BT4-036,Falcomon,ファルコモン,False,C,3,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT4-037,BT4-037,Kudamon,クダモン,False,C,3,bigweb,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20,20
BT4-037,BT4-037,Kudamon,クダモン,False,C,3,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT4-038,BT4-038,BushiAgumon,ブシアグモン,False,U,3,bigweb,80.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,80,100
BT4-038,BT4-038,BushiAgumon,ブシアグモン,False,U,3,yuyutei,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50,50
BT4-039,BT4-039,Growlmon,グラウモン,False,C,4,bigweb,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20,20
BT4-039,BT4-039,Growlmon,グラウモン,False,C,4,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT4-040,BT4-040,Diatrymon,ディアトリモン,False,C,4,bigweb,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20,20
BT4-040,BT4-040,Diatrymon,ディアトリモン,False,C,4,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT4-041,BT4-041,Meicoomon,メイクーモン,False,C,4,bigweb,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20,20
BT4-041,BT4-041,Meicoomon,メイクーモン,False,C,4,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT4-042,BT4-042,Piddomon,ピッドモン,False,C,4,bigweb,20.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50,50
BT4-042,BT4-042,Piddomon,ピッドモン,False,C,4,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,50.0,0.0,50,50
BT4-043,BT4-043,Crowmon,ヤタガラモン,False,U,5,bigweb,30.0,30.0,30.0,0.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30
BT4-043,BT4-043,Crowmon,ヤタガラモン,False,U,5,yuyutei,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50,50
BT4-044,BT4-044,HippoGryphonmon,ヒポグリフォモン,False,C,5,bigweb,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20,20
BT4-044,BT4-044,HippoGryphonmon,ヒポグリフォモン,False,C,5,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT4-045,BT4-045,Maycrackmon,メイクラックモン,False,C,5,bigweb,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20,20
BT4-045,BT4-045,Maycrackmon,メイクラックモン,False,C,5,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT4-046,BT4-046,WarGrowlmon,メガログラウモン,False,R,5,bigweb,50.0,50.0,50.0,0.0,0.0,50.0,0.0,80.0,80.0,80.0,80.0,80,100
BT4-046,BT4-046,WarGrowlmon,メガログラウモン,False,R,5,yuyutei,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100,100
BT4-047,BT4-047,Rasielmon,ラジエルモン,False,U,6,bigweb,30.0,30.0,30.0,0.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30
BT4-047,BT4-047,Rasielmon,ラジエルモン,False,U,6,yuyutei,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50,50
BT4-048,BT4-048,WarGreymon,ウォーグレイモン,False,SR,6,bigweb,280.0,280.0,280.0,0.0,0.0,300.0,300.0,0.0,0.0,380.0,380.0,350,300
BT4-048,BT4-048B,WarGreymon,ウォーグレイモン,True,SR,6,bigweb,1580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3800.0,3800.0,3500.0,3000,2800
BT4-048,BT4-048,WarGreymon,ウォーグレイモン,False,SR,6,yuyutei,0.0,0.0,0.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,0.0,400,400
BT4-048,BT4-048B,WarGreymon,ウォーグレイモン,True,SR,6,yuyutei,0.0,0.0,0.0,2480.0,2480.0,2980.0,3980.0,3980.0,3980.0,3980.0,0.0,3980,3980
BT4-049,BT4-049,Varodurumon,ヴァロドゥルモン,False,R,6,bigweb,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50,50
BT4-049,BT4-049,Varodurumon,ヴァロドゥルモン,False,R,6,yuyutei,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100,100
BT4-050,BT4-050,Liollmon,レオルモン,False,C,3,bigweb,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20,20
BT4-050,BT4-050,Liollmon,レオルモン,False,C,3,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT4-051,BT4-051,DoKunemon,ドクネモン,False,C,3,bigweb,20.0,30.0,30.0,0.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30
BT4-051,BT4-051,DoKunemon,ドクネモン,False,C,3,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT4-052,BT4-052,Lalamon,ララモン,False,U,3,bigweb,50.0,80.0,80.0,0.0,0.0,80.0,80.0,80.0,80.0,80.0,80.0,80,80
BT4-052,BT4-052,Lalamon,ララモン,False,U,3,yuyutei,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50,50
BT4-053,BT4-053,Roachmon,ゴキモン,False,U,4,bigweb,30.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50,50
BT4-053,BT4-053,Roachmon,ゴキモン,False,U,4,yuyutei,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50,50
BT4-054,BT4-054,Sunflowmon,サンフラウモン,False,U,4,bigweb,30.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50,50
BT4-054,BT4-054,Sunflowmon,サンフラウモン,False,U,4,yuyutei,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50,50
BT4-055,BT4-055,Leomon,レオモン,False,C,4,bigweb,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20,20
BT4-055,BT4-055,Leomon,レオモン,False,C,4,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT4-056,BT4-056,SkullScorpiomon,スコピオモン,False,C,5,bigweb,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20,20
BT4-056,BT4-056,SkullScorpiomon,スコピオモン,False,C,5,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT4-057,BT4-057,GrapLeomon,グラップレオモン,False,C,5,bigweb,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20,20
BT4-057,BT4-057,GrapLeomon,グラップレオモン,False,C,5,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT4-058,BT4-058,Orochimon,オロチモン,False,R,5,bigweb,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50,50
BT4-058,BT4-058,Orochimon,オロチモン,False,R,5,yuyutei,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100,100
